File Number,Project Type,Status,Filing Date,Project Name,APN,Street Address,City,State,ZIP,Latitude,Longitude,Address,Housing Type,Residential Units,Non-Residential Area,Hotel Rooms,Residential Care Units,Approval Date,Description,Plans,geometry,Planning Area,General Plan Designation,City Council District,Development Inspector,Utility Inspector,Water Service Provider,Transportation Area Zone,Special District Landscaping,Soil Type,School District Elementary,School District Secondary,Property Based Improvement District,Owl Overwintering Habitat,Natural Asbestos,HistoricArea,PovertyRate,Flood_Hazard_Area,Census Tract Languages,AirportNoise,Walk Score,Walk Score Description,Seismic Hazards,Road Noise,SNI Area,Name of Growth Area,Planning Project Manager,Public Works Engineer,Public Works File Number,Public Works Senior Engineer,Applicant Entity,Applicant Name,Representative Entity,Representative Name
PD15-014,Residential,Under Construction,4/16/15,1807 Almaden Rd,455-21-050,1821 Almaden Rd,San Jose,CA,95125,37.301868,-121.880115,1807 Almaden Road,MF,96,,,,10/7/15,"Planned Development Permit to effectuate PDC13-034 and allow the demolition of all existing on-site buildings totaling approximately 16,550 square feet, the removal of 19 ordinance-sized trees, and the construction of a five-story residential development with up to 96 units on an approximately 1.73 gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/603/245/15245603.pdf,POINT (6160257.89376926 1935344.67906941),South,Urban Residential,6,Jose Uribe,Miguel Lozano,San Jose Water Company,1187,,Silt Loam,San Jose Unified School District,San Jose Unified School District,,,,,0.15,D,"English: 56%, Spanish: 34%, Other: 5%, Vietnamese: 4%, Chinese: 1%",,54,Somewhat Walkable,Liquefaction,75-79 FWY,No,,ESCHULLE,Hayde Pacheco,3-18759,Vivian Tom,Silicon Sage Builders,Shaivali Desai,,
SP18-008,Commercial,Approved,1/30/18,Presentation High School Master Plan,446-38-035,2281 Plummer Ave,San Jose,CA,95125,37.282918,-121.90106,2281 Plummer Avenue,,,106248,,,7/29/20,"Special Use Permit to allow approximately 59,494 square feet of demolition and the construction of seven new buildings totaling approximately 106,902 square feet to be constructed in four phases; increase in the number of students from 750 to 850; increase the number of staff from 60 to 110; the removal of 54 ordinance-size trees and other site improvements on an approximately 8.79-gross acre site. Phase 1 development includes the demolition of 14,325 square feet of existing buildings for the construction of approximately 28,749- square feet for a multi-purpose facility and student union building (Presentation High School) and the removal of ten ordinance-size trees.",,POINT (6154063.164797447 1928536.220923956),Willow Glen,Public/Quasi-Public,6,Carl Dinga,Miguel Lozano,San Jose Water Company,917,,Silt Loam,San Jose Unified School District,San Jose Unified School District,,,,,0.03,D,"English: 81%, Other: 10%, Chinese: 4%, Spanish: 3%, Vietnamese: 2%",,31,Car-Dependent,No,No,No,,MFLORES1,Jason Yan,3-05736,Samuel Yung,Presentation High School,,,Mary Miller
H20-049,Residential,Pending,1/5/21,1050 St Elizabeth,665-63-013,1050 St Elizabeth Dr,San Jose,CA,95126,37.305328,-121.915809,1050 St Elizabeth Dr,MF,150,,,,,"Site Development Permit to allow a 206-unit 7-story apartment building, with 2-levels of at grade and partial basement level parking, on an approximately 2.22-gross acre site in the R-M Multiple Residence Zoning District.",,POINT (6149896.073987066 1936759.411384172),Willow Glen,Urban Residential,6,Jose Uribe,Miguel Lozano,San Jose Water Company,891,,Silt Loam,Campbell Union Elementary School District,Campbell Union High School District,,,,,0.19,D,"English: 56%, Spanish: 19%, Other: 17%, Chinese: 4%, Vietnamese: 4%",,62,Somewhat Walkable,No,,,,RSHAH,Cristina Lindstrom,3-16650,Joe Provenzano,DNA Design and Architecture,Rocky Shen,,Erik Schoennauer
PD14-055,Residential,Completed,1/13/15,Leigh Ave Apartments,284-32-014,1690 Southwest Expy,San Jose,CA,95126,37.306605,-121.92118,1030 Leigh Avenue,MF,64,,,,3/18/15,"Planned Development Permit to construct 64 multi-family residential units for senior affordable housing over a 7,500 square-foot dental office and a podium garage on a 0.97 gross acre site.",,POINT (6148341.165299398 1937247.994466891),Willow Glen,Neighborhood/Community Commercial,6,Jose Uribe,Miguel Lozano,San Jose Water Company,891,,Silt Loam,Campbell Union Elementary School District,Campbell Union High School District,,,,,0.19,D,"English: 56%, Spanish: 19%, Other: 17%, Chinese: 4%, Vietnamese: 4%",,72,Very Walkable,No,"70-74, 65-69",No,Southwest Ex,JPIOZET,Hayde Pacheco,3-01480,Vivian Tom,Leigh Avenue Apartments,,,
SP19-064,Residential,Approved,2/19/19,Roem Affordable Housing,284-03-015,961 Meridian Ave,San Jose,CA,95126,37.308966,-121.91398,961 Meridian Avenue,MF,230,,,,12/10/20,"Special Use Permit to allow the demolition of existing residential and accessory structures, and allow the construction of a six-story mixed-use building consisting of 1,780 square feet of ground-floor retail and 233 affordable units (excluding 2 market rate manager’s units), and incentives under the State Density Bonus Law to reduce the required front setback along Meridian Avenue from 10 feet to 7 feet, and reduce the amount of required vehicle parking by half, and the removal of 28 ordinance-sized trees and 13 non-ordinance-sized trees, on a 2.09 gross acre site.",,POINT (6150447.988357307 1938075.825076772),Willow Glen,Neighborhood/Community Commercial,6,Jose Uribe,Miguel Lozano,San Jose Water Company,891,,Silt Loam,Campbell Union Elementary School District,Campbell Union High School District,,,,,0.19,D,"English: 56%, Spanish: 19%, Other: 17%, Chinese: 4%, Vietnamese: 4%",,76,Very Walkable,No,"70-74, 65-69 FWY",No,Southwest Ex,MBLANCO,Joe Provenzano,3-24364,Joe Provenzano,ROEM Corporation,Stephen Emami,,Drew Walstrum
H21-004,Residential,Approved,2/10/21,2350 S Bascom Ave,2880-50-45,2350 S Bascom Ave,San Jose,CA,95008,37.281187,-121.930956,2350 SOUTH BASCOM AV,MF,123,,,,,"SB 35 Ministerial Permit for 6 story mixed-use, multifamily project consisting of 123 units and 1,437 quare feet of ground floor commercial on an approximately 0.96-gross acre site.",,POINT (6145356.702544538 1928037.631700162),Willow Glen,Neighborhood/Community Commercial,9,Jose Uribe,Miguel Lozano,San Jose Water Company,8,,Silt Loam,Cambrian Elementary School District,Campbell Union High School District,,,,,0.08,D,"English: 78%, Spanish: 9%, Other: 8%, Chinese: 4%, Vietnamese: 1%",,81,Very Walkable,No,,No,,RSHAH,Alex Wong,3-25825,Michelle Kimball,Maracor Development Inc.,Brad Dickason,,
PD20-007,Mixed-use,Pending,9/1/20,Cambrian Park Plaza,419-08-012,14200 Union Ave,San Jose,CA,95124,37.26136,-121.931,14200 Union Avenue,,378,374170,229,,,"Planned Development Permit to allow the demolition of 168,460 sf of existing commercial strip mall and surface parking lot, the removal of 17 ordinance-sized trees and 34 non-ordinance trees, and the construction of a mixed-use project including the following: Building 1 - 50,990 sf of retail/restaurant use on the ground floor and 305 multifamily residential units on the upper floors, Building 2 - 229 hotel rooms and 4,610 sf of commercial use, Building 3 - 125,740 square feet of assisted living (110 beds) and 50 senior independent living units, 25 townhouse residential units and 48 single-family homes, including 27 accessory dwelling units (ADUs), 4.0 acres of open space, 94 surface parking spaces, 1,012 underground parking spaces, and 146 garage parking spaces for a total of 1,252 parking spaces.",,POINT (6145233.520858124 1920819.6061334),Cambrian/Pioneer,Neighborhood/Community Commercial,9,Carl Dinga,Miguel Lozano,San Jose Water Company,627,,Clay Loam,Cambrian Elementary School District,Campbell Union High School District,,,,,0.03,D,"English: 67%, Other: 13%, Spanish: 9%, Vietnamese: 6%, Chinese: 5%",,82,Very Walkable,No,,No,,LMEINERS,Tiffany Pong,3-13401,Michelle Kimball,Kimco Realty,Michael Strahs,"Kenneth Rodrigues & Partners, Inc",Kenneth Rodrigues
CP18-025,Residential,Under Construction,6/28/19,Union Assisted Living,421-20-010,5121 Union Ave,San Jose,CA,95124,37.244868,-121.932832,0 Union Avenue,MF,152,,,,11/18/19,"Conditional Use Permit to allow the demolition of four approximately 19,500-square foot, one-story storage buildings, and the construction of a four-story, 125,303-square foot, 152-unit assisted living and memory care facility and removal of twenty ordinance-size trees on an approximately 3.79-gross acre site.",,POINT (6144608.502487924 1914823.686922057),Cambrian/Pioneer,Mixed Use Commercial,9,Carl Dinga,Miguel Lozano,San Jose Water Company,871,,Clay Loam,Union Elementary School District,Campbell Union High School District,,,,,0.04,D,"English: 70%, Other: 15%, Chinese: 9%, Spanish: 4%, Vietnamese: 2%",,49,Car-Dependent,Liquefaction,"65-69 FWY, 70-74",No,,AWANG,Alex Wong,3-18419,Michelle Kimball,,Andy Gerber,,
CP20-013,Commercial,Approved,4/8/20,SRM San Jose Assisted Living,451-09-067,3315 Almaden Expy,San Jose,CA,95118,37.273759,-121.87954,3315 Almaden Expressway,,,195840,,195,5/12/21,"Conditional Use Permit to allow the demolition of an approximately 44,488-square foot building and the removal of 23 ordinance-size trees for the construction of an approximately 195,840-square foot assisted living facility with 195 rooms on an approximately 3.57-gross acre site.",,POINT (6160274.25878896 1925108.756424642),Cambrian/Pioneer,Neighborhood/Community Commercial,9,Carl Dinga,Miguel Lozano,San Jose Water Company,613,,Clay,San Jose Unified School District,San Jose Unified School District,,,,,0.05,D,"English: 70%, Other: 16%, Spanish: 6%, Chinese: 5%, Vietnamese: 3%",,56,Somewhat Walkable,Liquefaction,,,Almaden Ex/Hillsdale Av,MFLORES1,Steven Forster,3-18838,Joe Provenzano,SRM Development,Ryan Leong,,Chad Lorent
CP19-021,Residential,Under Construction,6/18/19,Bascom Residential Care,412-25-009,2375 S Bascom Ave,San Jose,CA,95124,37.279281,-121.932723,2375 South Bascom Avenue,MF,138,,,,9/29/20,"Conditional Use Permit to allow the demolition of existing buildings, the removal of seven trees,  and the construction of a 83-unit, 3-story, 72,870-square foot Residential Care Facility on a 1.23 gross acre site.",,POINT (6144832.04304189 1927351.598317084),Willow Glen,Neighborhood/Community Commercial,9,Jose Uribe,Miguel Lozano,San Jose Water Company,907,,Silt Loam,Cambrian Elementary School District,Campbell Union High School District,,,,,0.06,D,"English: 64%, Spanish: 15%, Other: 14%, Chinese: 5%, Vietnamese: 2%",,82,Very Walkable,No,"65-69, 65-69 FWY",No,S. Bascom Av (South),AWANG,Alex Wong,3-25164,Michelle Kimball,Advocacy Development Partners,Paul Bunton,Advocacy Development Partners,Paul Bunton
H20-013,Residential,Approved,6/9/20,3090 S Bascom,439-28-007,3090 S Bascom Ave,San Jose,CA,95124,37.267017,-121.93963,3090 South Bascom Ave,MF,90,,,,,"AB 2162 Ministerial Permit to allow the demolition of an existing 11,811 square-foot commercial building and construction of a 5-story, 79-unit supportive housing development, with 29 units reserved for permanent supportive housing, using GP Policy IP 5.12 and a State Density Bonus Request for up to four incentives/concessions, 619 square feet of commercial space and the removal of 12 trees (10 Ordinance and 2 non-ordinance sized trees) on an approximately 0.64 gross acre site.",,POINT (6142753.998915457 1922917.608745839),Willow Glen,Neighborhood/Community Commercial,9,Carl Dinga,Miguel Lozano,San Jose Water Company,732,,Silt Loam,Cambrian Elementary School District,Campbell Union High School District,,,,,0.06,D,"English: 64%, Spanish: 15%, Other: 14%, Chinese: 5%, Vietnamese: 2%",,79,Very Walkable,No,,No,S. Bascom Av (South),JOESORDI,Alex Wong,3-04613,Vivian Tom,Bascom Affordable Housing LP,,Affirmed Housing Group Inc,Shashank Agrawal
SP18-054,Industrial,Under Construction,10/3/18,San Ignacio Data and Office,706-09-023,6320 San Ignacio Ave,San Jose,CA,95119,37.236424,-121.781524,6320 San Ignacio Avenue,,,282000,,,3/27/19,"Special Use Permit (SP18-054) to allow the demolition of the existing office building and removal of up to 35 ordinance-size trees for the construction of an approximately 312,177-square foot data center and office building on an approximately 7.5-gross acre site.",,POINT (6188605.103435144 1911110.795971875),Edenvale,Industrial Park,10,Carl Dinga,Miguel Lozano,Great Oaks Water Company,809,"Cottle, Santa Teresa, & Great Oaks",Silt Loam,Oak Grove Elementary School District,East Side Union High School District,,,,,0.06,D,"English: 64%, Spanish: 18%, Other: 9%, Chinese: 6%, Vietnamese: 3%",,27,Car-Dependent,Liquefaction,65-69 FWY,No,Old Edenvale Transit Employment Center,CVANDERZ,Alex Wong,3-05146,Ryan Do,"Jacobs Engineering Group, Inc.",,"Jacobs Engineering Group, Inc.",
SPA15-031-01,Industrial,Under Construction,7/1/15,Equinix Data Center,706-02-053,123 Great Oaks Blvd,San Jose,CA,95119,37.233033,-121.780805,123 Great Oaks Blvd,,,547050,,,3/3/20,"Special Use Permit Amendment to allow the modification of the previously approved project, File No. SP15-031, to increase the number of standby/backup generators from 21 to 39 (36 3.25-MW and three 0.5-MW backup generators), reduce the building footprints (total building areas will be reduced from 579,000 gross square feet to 547,050 gross square feet), the removal of 1 ordinance-sized tree on site, the associated building elevation modification and site improvement changes on an 18-acre site.",,POINT (6188797.499649045 1909873.374653078),Edenvale,Industrial Park,10,Carl Dinga,Miguel Lozano,Great Oaks Water Company,809,"Cottle, Santa Teresa, & Great Oaks",Silt Loam,Oak Grove Elementary School District,East Side Union High School District,,Potential,,,0.06,D,"English: 64%, Spanish: 18%, Other: 9%, Chinese: 6%, Vietnamese: 3%",,55,Somewhat Walkable,Liquefaction,,No,,AWANG,Tiffany Pong,3-05857,Samuel Yung,"Equinix, Inc.",Masoud Zafaripour,,
H18-024,Industrial,Under Construction,5/31/18,Winfield Self Storage,694-06-009,5775 Winfield Blvd,San Jose,CA,95123,37.247772,-121.868119,5775 Winfield Boulevard,,,109527,,,9/4/19,"Site Development Permit to demolish the existing building and construct a  84,840-square foot, mini-storage building on an approximately 0.63-gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/639/061/19061639.pdf,POINT (6163458.768234153 1915599.048876399),Edenvale,Combined Industrial/Commercial,10,Carl Dinga,Miguel Lozano,San Jose Water Company,687,,Silt Loam,San Jose Unified School District,San Jose Unified School District,,,,,0.08,D,"English: 60%, Spanish: 17%, Other: 16%, Chinese: 4%, Vietnamese: 3%",,63,Somewhat Walkable,Liquefaction,"70-74, 65-69 FWY",No,,CVANDERZ,Joe Provenzano,3-13711,Joe Provenzano,Leon Capital Group,,,Alex Woodward
HA13-040-03,Industrial,Approved,4/6/20,Brokaw Rd Office Parcel 3,414-22-028,1801 Bering Dr,San Jose,CA,95112,37.372052,-121.91319,1801 Bering Drive,,,1297000,,,11/18/20,"8 story 242,320 sq ft office building, 8-story parking garage",,POINT (6151024.566529735 1961039.578351787),North,Transit Employment Center,3,Victor Lopez,Barinder Singh,San Jose Water Company,965,,Silt Loam,Orchard Elementary School District,East Side Union High School District,,,,,0.05,X,"Other: 51%, English: 32%, Chinese: 14%, Spanish: 2%, Vietnamese: 1%",,31,Car-Dependent,Liquefaction,,,,,,,,Peery Richard T Trustee & Et Al,,Pacific Bleu Consulting,Amy Taylor
PD18-042,Commercial,Approved,10/9/18,Oakland Road Comfort Suites,241-13-019,1338 Old Oakland Rd,San Jose,CA,95112,37.369021,-121.892436,northeast corner of Oakland Road and Faulstich,,,38400,61,,3/1/22,"Planned Development Permit to allow the construction of a 5-story, 48-room hotel with an alternative parking arrangement (mechanical lifts) on a 0.24-gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/845/224/45224845.pdf,POINT (6157038.356928682 1959845.702903547),Berryessa,Combined Industrial/Commercial,3,Victor Lopez,Barinder Singh,San Jose Water Company,1010,,Silt Loam,Orchard Elementary School District,East Side Union High School District,,,,,0.11,D,"Spanish: 29%, Vietnamese: 26%, English: 21%, Chinese: 15%, Other: 9%",,65,Somewhat Walkable,Liquefaction,"65-69, 65-69 FWY",No,East Gish,MFLORES1,Tiffany Pong,3-06607,Samuel Yung,Pillars Architecture and Design,Alex Ross,,Carter Case
PD18-044,Industrial,Completed,10/30/18,1605 Industrial Avenue Warehouse,237-30-015,1605 Industrial Ave,San Jose,CA,95112,37.373659,-121.901209,1605 Industrial Avenue,,,180500,,,8/13/20,"Planned Development Permit to allow the demolition of existing buildings totaling approximately 38,453 square feet and the construction of approximately 180,500 square foot industrial warehouse building on an approximately 10.96-gross acre site.",,POINT (6154514.482131793 1961572.279625453),Berryessa,Heavy Industrial,3,Victor Lopez,Barinder Singh,San Jose Water Company,839,,Silt Loam,Orchard Elementary School District,East Side Union High School District,,,,,0.11,D,"Spanish: 29%, Vietnamese: 26%, English: 21%, Chinese: 15%, Other: 9%",,15,Car-Dependent,Liquefaction,"65-69 FWY, 75-79 FWY",No,"East Gish, North San Jose",SFARMER,Joe Provenzano,3-24370,Joe Provenzano,LBA Realty,Emily Mandrup,LBA Realty,Emily Mandrup 
